position,bestmove
4k3/7Q/3pp1p1/2p3P1/1p1nP3/3q3P/1P4BK/8 w - - 0 39,"['h7g6',]"
r7/pppq2Qp/2nbkB2/3np3/8/3P4/PPP2PPP/2K2B1R w - - 9 18,"['g7g4',]"
6k1/ppQ1qp1p/2n3p1/3p4/6nP/2PB1N2/PP3PP1/6K1 w - - 4 25,"['c7c8',]"
r5k1/p5b1/1p1p2q1/3n1rP1/2B1p3/7Q/PP6/RN2K1R1 w Q - 2 27,"['b1c3',]"
2r4r/1p3kp1/p2Bp3/3p1p1q/3P4/2P1Q2p/PP3PP1/4R1K1 w - - 0 33,"['e3e6',]"
r2q1rk1/pp1n2pp/3b1p2/2ppN3/2PPbPP1/1Q2B3/PP2B2P/R4RK1 w - - 0 16,"['e5d7',]"
8/8/Kp6/p5R1/Pk6/8/1r6/8 w - - 3 40,"['g5b5',]"
r5r1/1p2kp2/p3b2Q/2PqN3/8/3B4/5PPP/R3R1K1 b - - 2 34,"['d5g2',]"
2kr3r/1p1q1p2/p1pb1n2/P4bp1/N2Pp2p/6PP/1PP1NPBK/R2Q1R2 w - - 0 19,"['a4b6',]"
8/p2p4/p2k2p1/7p/4KP1P/P1P5/8/8 w - - 0 41,"['f4f5',]"
2r3k1/1p2pp1p/p3qbp1/2r1P3/2bN4/1P5P/P3QPP1/2R2RK1 w - - 0 24,"['d4e6',]"
8/4N3/3r1p1k/p3n2p/7P/P1R3K1/6P1/8 w - - 9 35,"['e7f5',]"
r4r1k/ppqb2pp/2p5/6N1/P7/1B1Q4/1bP2PPP/R4RK1 w - - 5 20,"['d3h7',]"
r3k2r/ppp2ppp/3b4/3p4/6Pq/3BP3/PPP1QP1P/R1B2RK1 b kq - 0 12,"['h4h2',]"
r2q1rk1/p2n1ppp/1bp1p3/3pPnP1/1P1P1P1P/2P5/2B5/RNB1QRK1 b - - 0 20,"['f5d4',]"
4r1k1/R4ppp/2p5/3p4/6P1/1N5P/1qP3Q1/7K b - - 0 31,"['e8e1',]"
r2q1r1k/ppp3bp/3p2p1/3Pp3/4Q3/2PBR2P/PP3PP1/R5K1 b - - 0 20,"['f8f4',]"
1k1r3r/Rb2qpp1/1pB1p3/3n4/Q2P3p/2P5/1P3PPP/2B2RK1 b - - 1 19,"['b7c6',]"
4k1r1/p4pr1/1q1pN3/7Q/2p1b3/B1P5/P1P3PP/R4R1K b - - 0 22,"['e4g2',]"
8/5ppk/r1p4p/3p4/6n1/P1B3Pq/4QP1P/R1R3K1 b - - 0 26,"['h3h2',]"
2B5/1p6/6pp/P1P1n3/3kpp2/7P/P2K1PP1/8 b - - 0 36,"['e5c4',]"
6rk/1p3rb1/3p1n1R/p2Pp3/1nq1P2B/2N2p1P/PP3PQ1/1K2N1R1 b - - 0 27,"['g7h6',]"
8/6p1/5k1p/p2p3P/2pP2K1/2P3P1/P7/8 w - - 0 40,"['g4f4',]"
4r1k1/p4ppp/1b6/4n1q1/1Pr1p3/P1NpP2P/1B1P1PBK/R2Q1R2 b - - 4 23,"['e5f3',]"
5k2/3q4/p5p1/5pNp/2b1p2P/4P1P1/1Q3P2/6K1 w - - 8 38,"['b2b4',]"
4rr2/pp4pk/4q2p/8/P7/3P1NP1/3QP1K1/7R w - - 2 34,"['f3g5',]"
6k1/pp2p2p/3p2p1/8/1P2P3/P2P2qP/r5P1/2R2QK1 w - - 7 31,"['c1c8',]"
r3r1k1/2q2pp1/p2b3p/3Bn3/1p6/3P4/1PPB1PQ1/1NKR3R b - - 2 21,"['e5d3',]"
1r3rk1/3b4/6pp/p1pR4/Pp5q/1P1P3P/1P4PN/R2Q2K1 b - - 0 26,"['d7c6',]"
8/k4p2/P7/R2K4/3P4/4Pr2/5P2/8 b - - 0 51,"['f3f5',]"
8/8/4Q3/8/r2p3P/3k4/5r2/3K4 w - - 10 55,"['e6b3',]"
r2q1rk1/ppp2ppp/2n5/3pP3/3P1B2/2n2P2/P1B2P1P/R2Q1RK1 w - - 1 16,"['d1d3',]"
r5r1/2p1k3/p1qpp3/1p6/4P3/6P1/PP1N1QK1/7R w - - 0 33,"['h1h7',]"
5rk1/1pr1pp1p/p2p2pQ/3q4/8/1P1PR3/P4PPP/5RK1 w - - 0 22,"['e3h3',]"
r1bq1rk1/pp3ppp/5n2/2PNb1B1/8/P2B4/1P3PPP/R2QK2R b KQ - 0 13,"['d8d5',]"
7k/p5p1/1b5p/P4Q1P/1P1PK3/1q6/5P2/6R1 b - - 2 45,"['b3c2',]"
8/5p2/3p1k2/p1pP4/2P1P1KP/8/8/8 b - - 1 44,"['a5a4',]"
1rr3k1/4Rp1p/6pP/q3p1P1/p1Q1P3/2pBBP2/P1P5/2K4R b - - 0 27,"['c8c4',]"
r1bq1rk1/p1n2pbp/1p1p2p1/2p1n1B1/2P1P3/2N2NPP/PP2QPB1/R2R2K1 b - - 1 13,"['e5f3',]"
2kr3r/pp1npp1p/6p1/4b3/1Q1p4/3P1P1P/qPP1N1B1/2KR3R w - - 0 17,"['f3f4',]"
8/5R2/2k1p1p1/4P2b/2pB1P1P/2P1K1P1/1r6/8 b - - 0 46,"['b2e2',]"
4r2k/ppq3pp/2p1Bp2/8/1P6/2B3P1/P1b3PP/R3R1K1 w - - 1 22,"['e6f5',]"
r3q1rk/pp5p/2p2n1B/3pb1Q1/3Pb3/5B2/PP2PP1P/R5RK w - - 2 25,"['h6g7',]"
3r2k1/1p3ppp/pQ2n1q1/4p3/2B1P3/2P2P2/PP4PP/4K2R b K - 1 20,"['g6g2',]"
2k1Q3/ppp2Np1/5n1p/2qr4/8/P6P/1PP2PP1/4R1K1 b - - 2 22,"['f6e8',]"
8/p7/4k2p/1p1p2p1/2pP2K1/P1P4P/1P6/8 w - - 0 39,"['g4h5',]"
r4rk1/1b1nbppp/1pq1pn2/p1p3N1/3P1B2/P1NQ2P1/1P2PPBP/R2R2K1 b - - 5 16,"['c6g2',]"
rn4k1/p3qp1p/b2p2p1/2pP4/4r3/2P1B2P/P1QN1PP1/R3K2R b KQ - 5 16,"['e4e3',]"
4r2k/1bq2Rbp/p2pP3/6P1/1p6/4Q3/PPPR3P/1K6 b - - 2 29,"['c7f7',]"
4rk2/ppR2pp1/1n1p3p/8/1P2P3/1P2KP1P/P7/6R1 b - - 0 25,"['b6d5',]"
5k2/4n1p1/p1N2pP1/2Pp3P/1P1K4/8/1P6/8 b - - 0 54,"['e7c6',]"
8/2r5/7P/pp6/2k2NK1/8/PP6/8 w - - 1 42,"['b2b3',]"
r7/pp3p1k/2p1p2P/3pP1q1/P2P1p1R/8/1PP5/2KQ4 w - - 1 33,"['h4g4',]"
r2q1bk1/2pb1p2/p1np1P1p/3Q4/4R3/5N2/PBP2PPP/6K1 w - - 2 22,"['f3g5',]"
r1bk2N1/ppppb1p1/2n5/6BQ/8/8/PPP1BPqP/RN2K1R1 b Q - 3 17,"['g2g1',]"
r6k/2pq2pp/p1n1Qb2/1p1p1r2/3P4/1P3N1P/P4PP1/R1B1R1K1 b - - 1 20,"['d7e6',]"
8/5Rpk/7p/pp6/3R2P1/P7/1PP1q3/1K6 b - - 0 34,"['e2e1',]"
5rk1/3q1p2/5Q1p/p1pP4/P1P3Rp/1P6/7P/R5K1 b - - 2 28,"['d7g4',]"
r4rk1/ppp4p/8/2Nn4/3Pb2q/P5pP/1B3PP1/R2Q1RK1 w - - 0 20,"['f2g3',]"
8/5p1k/1p3Qp1/2p4p/2P4P/1P3P2/r2q2P1/5R1K b - - 3 35,"['d2g2',]"
r1bqk2r/1p2bpp1/p1nppn1p/8/3NPB2/2NQ4/PPP1BPPP/R4RK1 b kq - 5 10,"['c6d4',]"
r1q1kb1r/2Bn1p2/2Q1p3/pN1p2p1/3P3p/4P3/PPP2PPP/R4RK1 b kq - 1 16,"['f8b4',]"
r4rk1/ppq2ppp/3b2b1/8/3Np3/2P1B2P/PP2BQP1/R4RK1 b - - 3 18,"['d6g3',]"
2rq1rk1/pb5p/2p3p1/3pp3/2P1B3/1PQ5/PB4PP/3R2K1 w - - 0 19,"['c3e5',]"
r1bq1rk1/p2n1pp1/1ppN4/3n2NQ/3P4/6P1/PP3PBP/R4RK1 b - - 2 14,"['d7f6',]"
2r4k/4RQpp/p7/4q3/8/2r4P/5PP1/1R4K1 b - - 2 30,"['c3c1',]"
8/6K1/8/3p4/1p1k4/2P5/2PN4/8 b - - 0 41,"['d4c3',]"
R2Rn1k1/p1p3pp/4rp2/2b5/2P3P1/1P2p2P/P7/1K6 w - - 0 32,"['d8e8',]"
bR1qr1k1/5pp1/3p1b1p/3P4/1Q2P3/5P1P/1n2BBP1/5RK1 b - - 0 29,"['d8b8',]"
8/1p1k4/p1pp4/7R/PP2n1K1/4P3/2P5/8 b - - 0 38,"['e4f6',]"
8/p6p/k1p5/2P5/1P4QP/5P2/1r2r1PK/8 b - - 5 45,"['e2g2',]"
r4rk1/1b5p/p7/1p2B1pq/2pP1p2/2P2PP1/PPB3KP/R2QR3 b - - 1 26,"['f4g3',]"
r4rk1/1pp3p1/4R2p/1p2P3/8/6PP/PP3P2/R5K1 b - - 0 25,"['g8f7',]"
1r1r2k1/p5pp/Q2Rp3/4p3/1P6/P3PK1P/2q2PP1/6NR b - - 4 26,"['d8f8',]"
8/2r2pkp/4p1p1/2q5/5Q2/R3P3/5PPP/R5K1 b - - 3 28,"['c5c1',]"
3r2k1/p3bp1p/1p2p3/3q2n1/1P1B3P/P4NP1/1QR1PPK1/8 b - - 0 24,"['g5f3',]"
5rk1/2rR2pp/p4p2/4p3/N7/1P4Q1/P1q2PP1/5b1K w - - 2 29,"['g3g7',]"
6k1/p1q2ppp/1p6/2p5/8/1P5P/P4PP1/4R1K1 w - - 0 25,"['e1e8',]"
r1b1k2r/pppp1ppp/8/3Pn3/1b2n2q/2N3P1/PPPKQ2P/R1B2BNR w kq - 0 10,"['d2d1',]"
2kr2nr/pp1n1p1p/2p1p1p1/8/2P1Nq2/5P2/PPB1QP1P/1K1R3R w - - 4 17,"['d1d4',]"
r5k1/pp2prb1/2np2p1/3Q2B1/4P3/1N6/PPP1Bq2/2K4R w - - 1 20,"['h1f1',]"
8/5kp1/4qp1p/1p6/P6P/P3Q1P1/5P1K/8 b - - 0 43,"['e6e3',]"
7k/p4pp1/4p3/q1Nb4/4P3/1P3P2/P1Q3PP/6K1 b - - 0 25,"['a5e1',]"
4r1k1/p6p/1p2q1p1/2pp4/6P1/1P1P1P2/P3P3/2Q1KR2 b - - 0 34,"['e6e2',]"
2r4k/pp1b3p/4p1pP/3nP3/1q1P4/2p2NR1/PP2Q1P1/K1R5 b - - 3 27,"['d5f4',]"
6k1/1b1P4/p1q5/1p6/8/P5P1/1P3Q1P/3R2K1 b - - 0 40,"['c6h1',]"
r5k1/pppn1ppp/4q3/8/2bPn3/P6Q/1BP2PPP/R3R1K1 w - - 2 18,"['h3e6',]"
r3r1k1/pp3pp1/2p4B/3b4/6Q1/P5P1/1P3P1P/4qRK1 w - - 0 22,"['g4g7',]"
2r2rk1/Q4ppp/8/8/1b2P3/1PB2qP1/P2P1P1P/R3R1K1 b - - 0 22,"['b4c5',]"
8/2q3k1/5pP1/4pP2/8/P4P2/KPBp2r1/3Q4 w - - 4 41,"['d1h1',]"
1rb2r2/1pqpppbk/p5pp/3n4/2PQ4/1P4P1/PB2PPBP/R2R2K1 w - - 0 15,"['d4g7',]"
2r2k2/5p2/1R6/p2p1N1r/4nP2/8/P5PP/5RK1 b - - 2 32,"['h5f5',]"
3r1rk1/p4pp1/2p3Qp/4p1n1/NqB1P1n1/1P6/P1P2PPP/3R1RK1 b - - 6 20,"['b4c4',]"
5rk1/r1p1q1pp/pp2ppn1/8/3N4/2P1Q3/PP3PPP/R4RK1 w - - 2 19,"['d4c6',]"
r1b1k2r/pp1pppbp/5np1/q7/1n1NP3/2N1B3/PPPQ1PPP/1K1R1B1R b kq - 10 9,"['f6e4',]"
2b3k1/2q2pp1/2p1p2p/2N5/1p2P3/r5P1/P2Q1P1P/3R2K1 w - - 2 25,"['d2d8',]"
3r2k1/p3qpp1/bp2p2p/8/4B3/8/Q4PPP/3R2K1 w - - 6 25,"['d1d8',]"
1q5k/3P1Qpp/8/5p2/5P2/5B1P/3q2PK/5b2 w - - 1 40,"['f7e8',]"
8/6pp/5p2/1p1p1k2/1P3P2/3KP1PP/8/8 w - - 1 37,"['d3d4',]"
3r2k1/2p1q2n/p4p2/1p2P2Q/7R/5N1P/1P3PP1/3b2K1 w - - 0 32,"['e5f6',]"
6k1/pp1r4/2p1q1pQ/3ppr1p/8/1P6/PKP5/6R1 w - - 2 32,"['g1g6',]"
8/1R3R2/5pkp/8/5P2/5nPK/r6P/8 b - - 0 37,"['f3g1',]"
q4r2/6p1/5bk1/2pQp1p1/2P1P1R1/5B1R/P5K1/1r6 w - - 12 39,"['g4g5',]"
4k3/3n3r/p5R1/1p3p1p/1Bp5/P1P2K1P/2P3P1/8 b - - 0 27,"['d7e5',]"
8/8/3k4/1p1p2p1/2p3Pp/2P1KP1P/1P6/8 w - - 1 41,"['f3f4',]"
3r4/pq3pkp/1p2bnp1/2pNp3/2P1P3/PP3PbP/3B2P1/2QK1B1R w - - 3 30,"['d2h6',]"
3r1rk1/3P1p1p/1Q4p1/p1B1P3/P1b5/2N3P1/3q1PKP/4R3 w - - 1 30,"['e1d1',]"
r4rk1/1p2bppp/pq2pn2/4P3/8/1PBP1P1P/1P2Q3/R3K1R1 w Q - 1 21,"['g1g7',]"
1k4r1/R7/1p2pnr1/3p1p2/3P1q2/2P3R1/1P2Q2P/5NK1 w - - 1 29,"['e2a6',]"
5r2/2pk3p/p5pP/3Pp3/P4p2/2pK2n1/2P5/1r1B1RR1 w - - 2 36,"['d1g4',]"
r3r3/pp3p1k/3q2np/2p5/7P/2QB1RP1/PP6/1K6 w - - 2 30,"['f3f7',]"
8/4k1bN/6pp/2R2p2/2Bpb3/7P/5PPK/r7 w - - 14 47,"['c5c7',]"
1r3k2/pb1R3p/1pq1B3/6p1/2p5/2P3P1/PP2pP1P/4Q1K1 w - - 4 34,"['d7f7',]"
8/2p3pp/b7/2PBkp2/4P1P1/4PK2/7P/8 b - - 0 33,"['f5e4',]"
8/p5p1/1p2p3/1P2P2p/P4P1P/3K2k1/8/8 w - - 0 44,"['f4f5',]"
4kb1r/p1Brnpp1/2p4p/5P1n/3p3q/2N1Q2B/P1P4P/1R3K2 w k - 0 24,"['b1b8',]"
r1b2rk1/p4p1p/1p1p2p1/2pP2q1/2P5/2bnB3/PP1QN2P/1K1R3R w - - 0 20,"['d2d3',]"
7k/6pp/2N5/5BP1/7n/q6Q/5R1K/4r3 b - - 3 40,"['a3d6',]"
7k/ppp3pp/4pn2/1QP1qp1P/8/3R4/PP3r2/K2B4 w - - 5 36,"['d3d8',]"
5r1k/pp3pp1/2p3Np/5q2/3Pr3/2P4P/PP1Q3K/4R1R1 b - - 0 26,"['f7g6',]"
1r6/6p1/7p/8/4k3/7P/1RK2PP1/8 b - - 0 45,"['b8b2',]"
1k3r2/1p1qn3/pP1p3r/3Bp3/P1R1Q3/2P3Pp/7P/R5K1 w - - 0 27,"['c4c7',]"
r7/pRR5/1p2ppk1/4p3/4P3/r7/P4P1P/6K1 w - - 0 29,"['c7g7',]"
3r1bk1/6q1/8/3p3Q/3P3B/P4N2/1r5P/5R1K b - - 24 55,"['g7g2',]"
8/5P1k/p3p3/1p1n3K/4r1P1/1P6/PBr2P1P/8 w - - 7 36,"['f7f8q',]"
2rr1k2/4qp2/1p3Qp1/3B2P1/p1Pp1P2/8/P6P/5RK1 w - - 0 36,"['f6h8',]"
r5nr/p1p3p1/2Qq2k1/4pbNp/7P/8/P1n2PP1/RN3RK1 w - - 3 19,"['c6a8',]"
8/PR6/6kp/5p2/1pB2b1P/r7/8/1Kb5 w - - 3 52,"['b7b6',]"
1r1r2k1/2p3pp/2P1Np2/p1n2P2/P1P1b3/2K5/4B2P/R5R1 b - - 1 29,"['b8b3',]"
r3k2r/pp2nppp/8/2p1nqN1/3p4/8/PP1QNPPP/R3R1K1 w kq - 4 15,"['e2g3',]"
8/7p/3R4/8/5nP1/2kp1K2/r4N2/8 w - - 6 53,"['f2e4',]"
1r3r1k/p4p1p/1n2p3/Q6N/2PP2P1/7P/4PP1q/2R1K3 w - - 3 24,"['a5g5',]"
2kr3r/1b3ppp/1Rn1p3/pB1p4/1b1P4/q3PNB1/5PPP/2Q3K1 w - - 3 23,"['b6c6',]"
rnb1k1nr/pp2ppbp/2pp2p1/8/3PP3/P1N1B2P/1qP2PP1/R2QKBNR w KQkq - 0 7,"['c3a4',]"
4r1k1/2Q5/4qp2/p2p2p1/1p1P4/3N2nP/PP4P1/2R3K1 w - - 2 32,"['c7g3',]"
r5kr/pp4p1/3b3p/2ppq3/4p1Q1/2P1B2P/PP3P1P/R3K1R1 w Q - 0 17,"['e3f4',]"
r1q1r1k1/pbpn1pbp/1p1p1np1/3N2B1/2PNP3/3B3P/PP3PP1/R2QR1K1 b - - 2 13,"['f6d5',]"
8/p1R1pp1p/b4kp1/8/8/5BP1/Pr2PP1P/6K1 w - - 4 22,"['c7c6',]"
3r1r2/1p1b1pkp/pnRp2p1/8/3Pn1P1/1P1B1N1P/P2QN3/5R1K b - - 0 23,"['e4d2',]"
8/7p/2N1k3/2P5/1P6/1r3P2/6K1/8 w - - 1 40,"['c6d4',]"
r2q1rk1/pp1b1ppp/1b2p3/np2P3/3PQ3/P1NB1N2/5PPP/R3K2R w KQ - 0 16,"['e4h7',]"
5r2/2R4R/3p1k2/2pP1p2/2P2P1K/8/8/1r6 w - - 1 44,"['h7h6',]"
r2qn2k/pp3r1P/5nR1/3p4/5P2/2pQ4/PP3P2/2K3R1 w - - 0 25,"['g6g8',]"
4r1k1/1b3pP1/r7/2b1p2Q/ppP1P2N/7q/5P2/4RRK1 w - - 1 30,"['h5h8',]"
8/4k3/4p3/3nP1p1/1pKP2Pp/7P/8/5R2 b - - 7 42,"['d5e3',]"
3r2k1/5pp1/p6p/1q6/R6Q/4P1P1/5P1P/6K1 b - - 2 30,"['d8d1',]"
5rk1/2R2pp1/1Q4p1/3P4/2P5/7P/6PK/r5q1 w - - 1 31,"['b6g1',]"
8/8/8/5k2/2R1q3/2P5/2K5/8 w - - 23 84,"['c4e4',]"
8/p4rkp/7r/3Qppq1/2P5/1P3PP1/P5P1/R2R1BK1 b - - 2 27,"['g5e3',]"
3q1k1r/Q4pp1/2Bp4/3P2bp/4P1n1/1N6/1PP3PP/5RK1 b - - 4 22,"['g5e3',]"
2r3k1/1R4p1/7p/4N3/4nP2/PK4P1/7P/8 b - - 0 38,"['e4c5',]"
1k1r3r/ppp3p1/4N3/3p2Bp/5P2/PQP1n3/5qRP/R6K b - - 0 24,"['f2g2',]"
r6k/pb3B1p/8/1p3Nb1/3p4/1P6/PBP2K1P/8 w - - 0 29,"['b2d4',]"
6rk/1p4r1/7p/2PbRp2/1P1p4/P2B1P1P/1R1N4/5K2 b - - 0 41,"['g7g1',]"
1rb1kbnr/p2qpppp/3p4/1ppQ4/6P1/2N1P2P/PP1P1PB1/R1B1K1NR b KQk - 3 9,"['c8b7',]"
1kn4r/3q2b1/b2p2p1/3Pp1P1/1p1nP3/4B3/1P3NB1/2RQ1RK1 b - - 3 29,"['d4e2',]"
r4rk1/p1q2ppp/2pb4/3p4/1P1Qn3/2P2NB1/P4PPP/R3R1K1 w - - 1 19,"['e1e4',]"
8/bb6/8/4k1p1/4Bp1p/2NK1P1P/2P3P1/8 b - - 3 57,"['b7a6',]"
3r1nk1/1p3pbp/4p1p1/8/3B4/2Pr1N2/PP3PPP/3RR1K1 b - - 3 22,"['d3d1',]"
8/8/7p/6p1/Kpk5/7P/P5P1/8 w - - 3 49,"['g2g4',]"
7k/1b3Rrp/p7/8/6pK/p2P3P/B1P3r1/8 w - - 0 38,"['f7f8',]"
8/7R/4pk2/2b2p2/2R3pP/8/5r2/4K3 b - - 1 50,"['c5e3',]"
8/p2k2r1/1p1P4/2p1B3/2P4P/PP1r1K2/4p3/4R3 w - - 5 53,"['f3e2',]"
2r2rk1/2R1ppbp/b5p1/p1NP4/4PP2/8/PP3RPP/7K w - - 4 27,"['c5a6',]"
r1bq1rk1/3p1ppp/p1p5/np6/3P4/1B2BQ2/P1P2PPP/R3R1K1 w - - 0 14,"['e3g5',]"
rnb1k3/ppp4p/3p2N1/2b1p2B/3qn3/8/PPPP2PP/RNBQ1R1K b q - 0 11,"['d4g1',]"
r1b1qrk1/2p2pp1/p2b3p/1pnNN3/4PB2/8/PPP1QPPP/R2R2K1 b - - 2 14,"['d6e5',]"
8/8/5k2/5r2/6K1/8/2R5/8 w - - 0 55,"['c2c6',]"
5k2/1bp3p1/p7/1p2Pq1p/8/1B1P2r1/PP2Q2K/1R3R2 b - - 3 30,"['g3h3',]"
2r2r1k/4Q1bp/3p1qp1/p2P4/Pp2R3/1B6/1PP3P1/1K5R b - - 0 27,"['f6b2',]"
3r4/r5kp/1p3p2/4p1p1/3qQ3/2RPN2P/2P2PPK/8 w - - 1 43,"['e3f5',]"
r3r1k1/ppp2nbp/3p2p1/2PP1p2/1P6/P3BP2/1q1QB1PP/2R1R1K1 b - - 0 20,"['e8e3',]"
5k2/pp3pp1/2p2np1/3pQ3/1P1P4/q1PN1P1P/6PK/8 w - - 0 29,"['e5b8',]"
8/ppr1k3/4Pp2/Q4P1p/3P3P/1P3N1K/P4qP1/8 b - - 1 35,"['c7c2',]"
r3r1k1/pp3pbp/2p2n2/2P2p2/3Qp3/R4PP1/1Bq3BP/4R1K1 w - - 0 24,"['e1c1',]"
3rr1k1/pb3R1p/1p4p1/2p5/2P5/3q3Q/P5PP/2B4K w - - 0 25,"['h3h7',]"
rn2k2r/pp3pp1/2p1p2p/3q3P/2NPn3/3Q2P1/PPPB2P1/R3K2R w KQkq - 3 15,"['c4e3',]"
8/1p6/4pp2/P1p5/2b2P2/P3K3/2B3k1/8 w - - 3 42,"['c2e4',]"
8/p3r2R/2K1k1p1/2R3P1/3p1P2/3r4/8/8 w - - 1 41,"['c5e5',]"
6k1/4p2p/5pp1/2nP1P2/2pKn1N1/2r1B2P/8/1R6 w - - 0 28,"['b1b8',]"
8/3q1rp1/Q4pk1/1pRP3p/8/P5PP/1P5K/8 b - - 0 35,"['d7f5',]"
2r4k/pp4p1/1q2pr2/2b1np2/1P6/3P2P1/P1QB1PBP/2R2RK1 b - - 0 21,"['c5f2',]"
8/8/8/8/4kp2/1r3N2/5PK1/8 w - - 4 58,"['f3d2',]"
4rrk1/pp4p1/2p5/3p4/1P1P1p1b/P2B1Qp1/2P3PN/3KR3 b - - 1 27,"['e8e1',]"
2k4r/Bp4p1/p3Rp2/5R1p/4n3/8/PPP1r1PP/6K1 b - - 2 27,"['h8d8',]"
7r/3P1p2/pp6/8/PP2k3/6Kp/7R/8 w - - 0 42,"['h2e2',]"
6r1/p7/P1P5/1B3r1k/2P1R3/8/4N1p1/6K1 b - - 5 44,"['f5f1',]"
r3Nr2/5p1p/1p4p1/p2p1p2/3P1k2/1PP2PqQ/5K2/4R3 w - - 0 39,"['h3g3',]"
2k5/p1p2p1p/1p5r/P2BB3/1b2Pp1q/5K1P/8/R4Q1R b - - 0 28,"['h4g3',]"
3r1r2/4q2k/p2p4/4p1pN/1pPQ1pP1/1P3b1P/1P6/R3R1K1 w - - 0 28,"['d4d3',]"
4r3/5k1p/1nq1p1p1/2P1QpP1/3P1P2/p2K3P/PNP5/4R3 b - - 0 33,"['a3b2',]"
8/p5kp/1p4p1/3P4/QP6/8/P6r/K1R1r3 b - - 2 46,"['e1c1',]"
3r2k1/1p3p2/1Bp3p1/4PbPp/1n2pP1P/1PN5/PKP5/6R1 b - - 2 23,"['d8d2',]"
r3bqk1/1p5p/p1n3pQ/3pp1N1/3P4/2PB4/PP4PP/6K1 w - - 0 23,"['h6h7',]"
Q3B3/2k5/2Np4/2bPp1p1/4Pn2/5P2/7p/5K2 b - - 0 58,"['h2h1q',]"
5rk1/3R1pbp/4p1p1/4P3/2p2B2/P6P/1P3PP1/1Nn3K1 b - - 0 26,"['c1e2',]"
k3bn2/r7/p7/1p3Q2/4N1P1/7P/PP3PK1/3q4 w - - 0 36,"['f5c8',]"
1r1r2k1/3q1pp1/7p/3p4/pbPQn3/4PN1P/RB3PP1/5RK1 w - - 0 28,"['d4g7',]"
4r1k1/p4pp1/1p4p1/8/Pn4P1/5P1P/1PP4R/2K1R1N1 b - - 0 24,"['e8e1',]"
1nbr2k1/1p3ppp/4p3/1N5r/2B5/P3QP2/1B3KPq/3R1R2 b - - 0 20,"['h2h4',]"
4r1k1/1pp2p2/2n2npp/p1q5/1b6/1BN3QP/PPP3P1/2KR4 w - - 0 20,"['g3g6',]"
8/2K3p1/3P1p1p/8/b3P3/5PkP/6P1/8 w - - 1 53,"['d6d7',]"
3qr1k1/p4p1p/np2p1pB/3P2b1/4P3/2Q5/PP3P1P/1B2R1K1 w - - 1 25,"['c3g7',]"
6rr/1k6/2n5/1p3P2/3pP2p/1QPP1q2/1P4PP/R4NK1 w - - 2 29,"['b3b5',]"
1r2k2r/p2b1ppp/4p1n1/1B6/3P4/4PN2/P2K1PPP/1RR5 b k - 0 18,"['b8b5',]"
r4rk1/pb2pp2/1p1p2p1/2pPb1Nq/4P3/2P2R2/PP4PP/R1B1Q2K b - - 2 19,"['h5h2',]"
r3k2r/pp1bq1bp/2n1pBp1/3p2N1/3N4/3B1Q2/PPP2PPP/2KR3R b kq - 0 14,"['g7f6',]"
2r3k1/5ppp/3Q4/p3n1P1/1p2Pq1P/P1P5/1P6/1K1R4 w - - 0 28,"['d6d8',]"
r2r2k1/bb3pNp/p5n1/1p1pN3/1P2n1qP/P2QP3/1B3PP1/RB3RK1 b - - 2 20,"['g6e5',]"
r7/1p3p1k/p2p1PNn/4p1pR/1P4p1/P5R1/2P3PP/6K1 b - - 0 34,"['h7g6',]"
8/1p3p2/3K4/1kP2p1p/5P2/6PP/8/8 b - - 3 37,"['b5c4',]"
4rrk1/pp4b1/q1pp1pp1/4n3/2P2QP1/P1NP2P1/1P3PB1/3RR1K1 b - - 1 20,"['e5d3',]"
1r6/n4pk1/1q1p2pp/p1pn4/P3N2N/3P4/B2Q1PPP/1R4K1 b - - 0 28,"['b6b1',]"
r5k1/1pp2ppp/1pnpr3/4p3/4P2q/1PP5/PB1P1P2/R2QRBK1 b - - 4 18,"['e6g6',]"
r2q2nr/pp3k1p/2p3p1/3p4/1b4Q1/3B4/PPP3PP/RN2K2R w KQ - 2 17,"['g4b4',]"
6k1/4R1pp/p3p3/1pq3r1/8/P1P1P2P/1P3RP1/6K1 w - - 0 36,"['e7e8',]"
4r1k1/6pp/p1qN1p2/3b4/P1pPrP2/2P2Q1P/1P1B2P1/4RRK1 b - - 0 27,"['e4e1',]"
8/8/5k1p/2p1pbp1/2P1B3/1P3KP1/7P/8 b - - 1 34,"['g5g4',]"
r3rqk1/pp3p1p/2b3p1/3p1P2/8/3B2RP/1P1Q2PK/R7 w - - 1 27,"['f5g6',]"
4b3/p7/1p5p/1N2k1p1/1PP1p1P1/P3K2P/8/8 b - - 2 51,"['e8b5',]"
5rk1/1Q3ppp/p4n2/8/4p3/KBP1q2P/P7/3R4 w - - 2 36,"['b7f7',]"
2r2k1r/pp3pp1/3R3p/3N1b2/8/5N2/Pb3PPP/4R1K1 w - - 0 23,"['d5e7',]"
2RQ4/4Bppk/4p1qp/3p4/3Pn3/P3P2P/Pr3PP1/6K1 b - - 10 28,"['g6f5',]"
r6r/1p1k2p1/p2p1q1p/3QRb2/8/1PP5/P4PPP/R1B3K1 b - - 0 18,"['f6e5',]"
